Cell	Condition1	Condition2	Protein	logFC	logCPM	PValue
E	CTRL	GEF	CRYAB_HUMAN	0.59731375868973	10.1324175013183	0.00161860891147992
E	CTRL	GEF	CSN6_HUMAN	-2.58890317785186	7.41670705165648	0.000481529289096088
E	CTRL	GEF	CSRP1_HUMAN	0.806340234417291	9.94858776748043	3.10892797755357e-05
E	CTRL	GEF	CSRP2_HUMAN	0.668076135165393	8.75714358250731	0.00734042433056119
E	CTRL	GEF	CTGF_HUMAN	1.16289377365059	9.06766957183969	6.42546618917685e-08
E	CTRL	GEF	CYFP1_HUMAN	-2.90477064194051	7.24259746684298	0.00354218334619951
E	CTRL	GEF	CYR61_HUMAN	1.63104859379877	7.64786749680186	0.00023659214971725
E	CTRL	GEF	CYTSA_HUMAN	1.83914621205616	7.17884319002998	0.00100302764685104
E	CTRL	GEF	DAZP1_HUMAN	1.1337677433737	7.78538881435523	0.00727805011163892
E	CTRL	GEF	DCTN1_HUMAN	-0.897040620930749	9.20670439384167	0.000153084655736648
E	CTRL	GEF	DDB1_HUMAN	-1.74371995660872	8.43167341026315	2.09927435013976e-06
E	CTRL	GEF	DESM_HUMAN	0.991858246522941	9.8717965682157	1.2785843980078e-07
E	CTRL	GEF	DESP_HUMAN	1.63726102412862	7.72688599392956	5.09141372141848e-05
E	CTRL	GEF	DEST_HUMAN	0.573087891991776	9.5953451082883	0.00372179909919418
E	CTRL	GEF	DHB11_HUMAN	-2.25202249213841	7.86629931581922	1.74428194299124e-05
E	CTRL	GEF	DHX9_HUMAN	-1.83645114482367	8.98121670838915	3.35497759800183e-10
E	CTRL	GEF	DJB11_HUMAN	1.11770523611385	7.98345311360467	0.00132314728822282
E	CTRL	GEF	DNJA2_HUMAN	1.35282382827936	7.42511178599033	0.00715760834772997
E	CTRL	GEF	DPP3_HUMAN	-1.83082731171447	7.7730167712178	0.000432179599719502
E	CTRL	GEF	DRS7B_HUMAN	-2.35508949290737	7.30728314440057	0.00195867253180025
E	CTRL	GEF	DYHC1_HUMAN	-4.63159030151796	7.44780886597331	1.90132645805909e-05
E	CTRL	GEF	EF1A1_HUMAN	0.503833587110464	11.6405333894455	0.00620398725460787
E	CTRL	GEF	EF1A2_HUMAN	1.5001158390956	9.83932223767161	1.32746545032544e-16
E	CTRL	GEF	EF1B_HUMAN	0.713412229464185	8.69380420560745	0.00426198554834
E	CTRL	GEF	EHD3_HUMAN	0.771909821139062	9.28507831743989	5.94553864960053e-05
E	CTRL	GEF	EIF2A_HUMAN	1.17090783158098	7.87862380571862	0.00139207103625999
E	CTRL	GEF	EIF3E_HUMAN	-1.00659559434531	8.30537413904512	0.00488182640153445
E	CTRL	GEF	EIF3L_HUMAN	-1.45202428805508	8.38768329368301	6.61958109314331e-05
E	CTRL	GEF	ELN_HUMAN	2.83284178402713	6.76941543596466	0.00203306779294725
E	CTRL	GEF	EMC1_HUMAN	-2.30271648729628	7.51865856091038	0.000693301578364198
E	CTRL	GEF	EMIL1_HUMAN	-1.20062815630985	9.32180657893341	5.4718897867276e-07
E	CTRL	GEF	ENAH_HUMAN	1.96551465249655	8.13428393946571	8.53489754527611e-10
E	CTRL	GEF	ENPP1_HUMAN	0.828008944167067	8.48921141717713	0.00408642594233266
E	CTRL	GEF	EPN2_HUMAN	3.18486814706129	6.67002085855839	0.00387757050655873
E	CTRL	GEF	ESYT1_HUMAN	-0.916353466403332	10.0143330897317	2.37912259575661e-05
E	CTRL	GEF	EXOC4_HUMAN	-2.26992963817356	7.69374758355723	0.00039110969744113
E	CTRL	GEF	F16B1_HUMAN	-2.95814233789027	7.26315940883533	0.000311447477189852
E	CTRL	GEF	F177A_HUMAN	3.18112243394921	6.66948476878321	0.00387768700926456
E	CTRL	GEF	FA21C_HUMAN	1.29686432824503	7.5664941879058	0.00204830042050396
E	CTRL	GEF	FACR1_HUMAN	-2.13666908863288	7.21402926304726	0.00633984103006517
E	CTRL	GEF	FADD_HUMAN	2.97370527815951	6.79800183057552	0.000681877578481501
E	CTRL	GEF	FARP1_HUMAN	-1.4108780195607	8.05447099353251	0.00107892734321754
E	CTRL	GEF	FBLN1_HUMAN	0.593420941670781	9.1879963988531	0.00366440515061757
E	CTRL	GEF	FBLN3_HUMAN	0.817001890009284	8.90226114971265	0.00033171498093581
E	CTRL	GEF	FBLN5_HUMAN	1.44398436551423	7.53754660384128	0.00131479346289439
E	CTRL	GEF	FERM2_HUMAN	-1.00546430602915	9.48575306796248	1.81245295329988e-05
E	CTRL	GEF	FKB1A_HUMAN	0.825785184750786	8.73214671486687	0.000552092603919434
E	CTRL	GEF	FLII_HUMAN	-1.49511712919584	8.01572151099665	0.000665078587232445
E	CTRL	GEF	FLOT2_HUMAN	-1.69757198291054	7.93530819685717	0.000612869757915514
E	CTRL	GEF	FSTL1_HUMAN	1.41986212775863	8.03263055434783	3.21904048849247e-05
E	CTRL	GEF	FUS_HUMAN	0.864551202882247	8.38990710230529	0.00245754850296629
E	CTRL	GEF	G3BP1_HUMAN	0.932433739054907	8.81287723242735	9.84016296653315e-05
E	CTRL	GEF	G3P_HUMAN	0.726106734596799	12.6309615566952	5.0271311117811e-05
E	CTRL	GEF	GCP60_HUMAN	1.20101224716664	7.95548619452091	0.000973929637648939
E	CTRL	GEF	GDF6_HUMAN	1.99145918703163	6.92122992282794	0.00567966369317481
E	CTRL	GEF	GDN_HUMAN	0.9574299798848	9.19420736486148	1.91497566418809e-06
E	CTRL	GEF	GIPC1_HUMAN	2.38705510229564	7.10696366199692	9.42023739981969e-05
E	CTRL	GEF	GLO2_HUMAN	1.35178391266457	7.88299577248497	0.000298742042722553
E	CTRL	GEF	GLRX3_HUMAN	1.13588571128367	7.77594180098085	0.00388863405824778
E	CTRL	GEF	GNA11_HUMAN	-0.982997033105201	8.95741161664773	0.0002966760837449
E	CTRL	GEF	GNAI1_HUMAN	-1.21010401701776	9.00056798031464	8.29960690311881e-06
E	CTRL	GEF	GNAI2_HUMAN	-0.939509033205374	10.0139062025487	1.47073774582505e-05
E	CTRL	GEF	GNAI3_HUMAN	-0.80125699968246	9.23331073372903	0.000567602256184621
E	CTRL	GEF	GNAQ_HUMAN	-0.800786936057865	8.90974206395098	0.0029663695056109
E	CTRL	GEF	GPD1L_HUMAN	2.50007785080617	6.82973170632794	0.00244494193306394
E	CTRL	GEF	H13_HUMAN	2.77229099341602	6.89282855467106	0.00030558878559457
E	CTRL	GEF	H2A1A_HUMAN	1.54048345171567	8.56088135619038	1.3354150070492e-09
E	CTRL	GEF	H2A1B_HUMAN	0.975036125648202	9.55092662145319	3.84614856845578e-07
E	CTRL	GEF	H2A1D_HUMAN	-4.97386291204506	7.64394333765584	1.27072496461854e-06
E	CTRL	GEF	H2A2A_HUMAN	1.08604914188638	9.75732219657602	1.16994368687385e-08
E	CTRL	GEF	H2AV_HUMAN	1.49832701575459	8.70523809742552	3.74939101439842e-10
E	CTRL	GEF	H2AX_HUMAN	-4.4305606710237	7.35788679362496	4.52509485114243e-05
E	CTRL	GEF	H2AZ_HUMAN	-3.61323361138559	7.01020292897028	0.00890195953477539
E	CTRL	GEF	H2B1B_HUMAN	0.513891797296376	9.94854339124283	0.00410612023402909
E	CTRL	GEF	H2B1J_HUMAN	-3.8333799009228	7.09170861910081	0.00315895702728796
E	CTRL	GEF	H2B1L_HUMAN	5.95603282587576	7.6058153300548	6.93489181168278e-23
E	CTRL	GEF	H4_HUMAN	0.600372728089585	11.0080744850609	0.00106006778823134
E	CTRL	GEF	H90B4_HUMAN	3.53608011027733	6.73245599005472	0.00035188002260859
E	CTRL	GEF	HACD3_HUMAN	-4.13513340237376	7.21334881438054	0.00060137999332283
E	CTRL	GEF	HMGA1_HUMAN	1.07588359637202	7.94811865384972	0.0038511057688324
E	CTRL	GEF	HMGB1_HUMAN	0.777707216347664	9.51608081097455	2.92434396619916e-05
E	CTRL	GEF	HNMT_HUMAN	-2.35530244495184	7.30808657602465	0.00195845375984837
E	CTRL	GEF	HNRL2_HUMAN	0.669079555302343	8.93676124163764	0.00288351426803431
E	CTRL	GEF	HNRPD_HUMAN	0.543758233721039	9.57518106894677	0.00647466662540281
E	CTRL	GEF	HS12A_HUMAN	-2.00953949793869	8.12909564476414	1.44314457300636e-05
E	CTRL	GEF	HSP72_HUMAN	0.717045430334708	9.05236727924845	0.000651146996534204
E	CTRL	GEF	HSPB1_HUMAN	0.696547513481602	11.3244398096313	0.000154244166425275
E	CTRL	GEF	HSPB8_HUMAN	2.65008691330698	6.73657317048844	0.00599352716011076
E	CTRL	GEF	HXK1_HUMAN	-1.38519476916157	9.7946410938563	2.73275056245978e-09
E	CTRL	GEF	IBP3_HUMAN	1.60585206483013	7.18308172837045	0.00721667949088073
E	CTRL	GEF	IBP7_HUMAN	0.796278531088806	9.14396969985016	0.000114110767629072
E	CTRL	GEF	IF1AX_HUMAN	2.05829347090061	7.55564296873538	7.54004950757713e-06
E	CTRL	GEF	IF4G1_HUMAN	-0.802800382275326	8.7571862879507	0.00468996525778278
E	CTRL	GEF	IF5A1_HUMAN	0.582503160033383	9.98590250593768	0.00362541384188617
E	CTRL	GEF	IGBP1_HUMAN	2.07741217524353	7.24959745607867	6.96029048108226e-05
E	CTRL	GEF	ILVBL_HUMAN	-1.50117719367133	7.71098664178627	0.00508163644432563
E	CTRL	GEF	IPO5_HUMAN	-0.74870608682939	9.04840642054823	0.00283657033590711
E	CTRL	GEF	IPO9_HUMAN	-3.83415072408208	7.09361129710279	0.00229054392531988
E	CTRL	GEF	IQGA1_HUMAN	-0.863028021099934	11.1043389116897	2.57452780344708e-05
E	CTRL	GEF	K1C13_HUMAN	3.39311261406383	6.70468796899382	0.000352892865224204
E	CTRL	GEF	K1C17_HUMAN	0.946219159305972	8.37641121887232	0.000933039255707166
E	CTRL	GEF	K1H1_HUMAN	2.65078564831755	6.86030644021455	0.000889685948938404
E	CTRL	GEF	K22O_HUMAN	3.83070010827877	6.7946670647331	3.2379684302211e-05
E	CTRL	GEF	K2C1B_HUMAN	5.32522897247594	7.29133865011229	2.10567645390338e-15
E	CTRL	GEF	K2C6B_HUMAN	2.15301592809051	8.86564382440102	1.12788098332648e-21
E	CTRL	GEF	K2C72_HUMAN	0.900700151737616	8.21866152147817	0.00555159204209759
E	CTRL	GEF	KCC2B_HUMAN	-3.96373352538826	7.14960114406148	0.00116839818012715
E	CTRL	GEF	KPCA_HUMAN	-1.59146291991918	7.87321565842167	0.00152906945235799
E	CTRL	GEF	KRT85_HUMAN	2.9569055466312	6.63632396746316	0.00388515012573834
E	CTRL	GEF	KRT86_HUMAN	2.65078564831755	6.86030644021455	0.000889685948938404
E	CTRL	GEF	LASP1_HUMAN	0.633804197418527	9.70001572581749	0.00142830352490421
E	CTRL	GEF	LEG1_HUMAN	0.661384850821429	11.0701092619913	0.000328773849383528
E	CTRL	GEF	LEG3_HUMAN	0.551661952664337	9.33036808812385	0.00689877546231241
E	CTRL	GEF	LIMA1_HUMAN	0.989099141237336	8.79559117964263	2.14982015668441e-05
E	CTRL	GEF	LIMS1_HUMAN	0.763746329873983	8.53432502028357	0.0050812141567008
E	CTRL	GEF	LIMS2_HUMAN	5.32425485881163	7.28486154772225	7.56859413834044e-15
E	CTRL	GEF	LMO7_HUMAN	0.696185283761079	9.02810420889889	0.00114487463287013
E	CTRL	GEF	LNP_HUMAN	-1.65654415751538	7.79893120280432	0.00137492621155278
E	CTRL	GEF	LOXL2_HUMAN	0.934483996521338	8.22453330364491	0.0027062570578748
E	CTRL	GEF	LPPRC_HUMAN	-1.52776949916906	8.28251489057662	5.46689562940407e-05
E	CTRL	GEF	LTBP1_HUMAN	0.960482637705628	8.0919370540956	0.00338158417906532
E	CTRL	GEF	LTBP2_HUMAN	0.69293089440974	10.2902693397949	0.000209539824885641
E	CTRL	GEF	LUZP1_HUMAN	1.49541181235381	7.32053543430527	0.00348737770011246
E	CTRL	GEF	LYOX_HUMAN	1.02960097067629	8.31970965299286	0.000382390877674614
E	CTRL	GEF	LZTL1_HUMAN	1.83881472964648	7.18370919217662	0.0018989522176225
E	CTRL	GEF	M2OM_HUMAN	-1.32177486048856	8.72028671878595	2.50952636056767e-05
E	CTRL	GEF	MANF_HUMAN	1.12183220956694	8.26648641061756	0.000190763248901653
E	CTRL	GEF	MAON_HUMAN	-3.76806710951106	7.07149439000171	0.0032240628294714
E	CTRL	GEF	MIC25_HUMAN	2.64712899109728	6.7366268501129	0.005993506838787
E	CTRL	GEF	MIF_HUMAN	0.676179159479555	8.71976132147162	0.00887069471467342
E	CTRL	GEF	ML12A_HUMAN	1.05599338613298	10.0737953491586	2.6317037430861e-08
E	CTRL	GEF	ML12B_HUMAN	-5.77159179249942	8.1535818743834	1.28552393871828e-11
E	CTRL	GEF	MLP3B_HUMAN	1.65653888587004	7.13071608339875	0.00531240720207646
E	CTRL	GEF	MPRI_HUMAN	0.74521302042726	8.45558722035733	0.00610869627820966
E	CTRL	GEF	MTCH2_HUMAN	-0.986600140883642	8.3939020553436	0.00328893547071717
E	CTRL	GEF	MTDC_HUMAN	3.12052829097085	6.8315006309012	0.000226906370534502
E	CTRL	GEF	MXRA5_HUMAN	1.65683663704441	7.13676179349926	0.00428431255937007
