Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	VAN.30.7.5	VAN.42.10.5	VAN.42.11.5	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	VAN.30.7.5.Norm	VAN.42.10.5.Norm	VAN.42.11.5.Norm
ADRM1_HUMAN	4	1	3	2	4	3	1	2	3	2	2	3	122.05928530379	35.8049596180841	119.581275118026	81.4452572160745	81.0987935986265	91.1607455615021	41.6007345091598	85.5807683703091	126.378853228512	82.934611071199	91.6347987785089	109.048001616255
ADRO_HUMAN	11	10	8	10	12	8	4	4	6	10	5	7	335.663034585423	358.049596180841	318.883400314737	407.226286080373	243.296380795879	243.095321497339	166.402938036639	171.161536740618	252.757706457025	414.673055355995	229.086996946272	254.445337104596
ADT1_HUMAN	18	22	16	20	30	17	13	15	15	18	12	14	549.266783867056	787.709111597851	637.766800629474	814.452572160745	608.240951989698	516.577558181845	540.809548619078	641.855762777319	631.894266142562	746.411499640791	549.808792671053	508.890674209192
ADT2_HUMAN	14	16	10	10	23	12	10	11	0	11	10	9	427.207498563266	572.879353889346	398.604250393421	407.226286080373	466.318063192102	364.642982246008	416.007345091598	470.6942260367	0	456.140360891595	458.173993892545	327.144004848766
ADT3_HUMAN	18	21	16	18	31	16	12	16	15	18	12	14	549.266783867056	751.904151979767	637.766800629474	733.00731494467	628.515650389355	486.190642994678	499.208814109918	684.646146962473	631.894266142562	746.411499640791	549.808792671053	508.890674209192
ADXL_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.7226286080373	0	0	0	0	0	0	0	0
AEBP1_HUMAN	12	10	9	9	24	15	9	6	4	11	4	8	366.177855911371	358.049596180841	358.743825354079	366.503657472335	486.592761591759	455.80372780751	374.406610582439	256.742305110927	168.505137638016	456.140360891595	183.269597557018	290.794670976681
AEDO_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
AFAP1_HUMAN	0	2	2	1	1	1	1	1	0	0	0	2	0	71.6099192361683	79.7208500786843	40.7226286080373	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	0	0	0	72.6986677441703
AFG32_HUMAN	8	6	5	5	6	4	4	6	5	5	4	4	244.11857060758	214.829757708505	199.302125196711	203.613143040186	121.64819039794	121.547660748669	166.402938036639	256.742305110927	210.631422047521	207.336527677998	183.269597557018	145.397335488341
AGAL_HUMAN	2	2	0	0	1	1	0	0	3	0	0	0	61.0296426518951	71.6099192361683	0	0	20.2746983996566	30.3869151871674	0	0	126.378853228512	0	0	0
AGAP2_HUMAN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39.8604250393421	0	0	0	0	0	0	0	0	0
AGAP3_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30.3869151871674	0	0	0	0	0	0
AGFG1_HUMAN	6	2	3	3	10	6	2	0	4	2	3	6	183.088927955685	71.6099192361683	119.581275118026	122.167885824112	202.746983996566	182.321491123004	83.2014690183197	0	168.505137638016	82.934611071199	137.452198167763	218.096003232511
AGK_HUMAN	1	1	0	1	0	1	0	1	1	0	0	1	30.5148213259476	35.8049596180841	0	40.7226286080373	0	30.3869151871674	0	42.7903841851546	42.1262844095041	0	0	36.3493338720851
AGM1_HUMAN	7	7	6	5	14	8	5	3	2	6	4	8	213.603749281633	250.634717326589	239.162550236053	203.613143040186	283.845777595193	243.095321497339	208.003672545799	128.371152555464	84.2525688190082	248.803833213597	183.269597557018	290.794670976681
AGO1_HUMAN	1	4	0	3	0	3	0	0	3	1	0	0	30.5148213259476	143.219838472337	0	122.167885824112	0	91.1607455615021	0	0	126.378853228512	41.4673055355995	0	0
AGO2_HUMAN	2	4	3	0	3	5	2	3	3	0	1	0	61.0296426518951	143.219838472337	119.581275118026	0	60.8240951989698	151.934575935837	83.2014690183197	128.371152555464	126.378853228512	0	45.8173993892544	0
AGO3_HUMAN	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	122.167885824112	0	0	0	0	0	82.934611071199	0	0
AGO4_HUMAN	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	72.6986677441703
AGRIN_HUMAN	5	6	4	5	4	4	4	0	3	2	2	0	152.574106629738	214.829757708505	159.441700157369	203.613143040186	81.0987935986265	121.547660748669	166.402938036639	0	126.378853228512	82.934611071199	91.6347987785089	0
AGRL2_HUMAN	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	30.3869151871674	0	0	0	41.4673055355995	0	72.6986677441703
AHNK_HUMAN	53	75	32	37	62	66	29	35	48	56	94	135	1617.28553027522	2685.37197135631	1275.53360125895	1506.73725849738	1257.03130077871	2005.53640235305	1206.42130076564	1497.66344648041	2022.0616516562	2322.16910999357	4306.83554258992	4907.16007273149
AHSA1_HUMAN	3	2	4	4	7	4	2	2	3	2	1	4	91.5444639778427	71.6099192361683	159.441700157369	162.890514432149	141.922888797596	121.547660748669	83.2014690183197	85.5807683703091	126.378853228512	82.934611071199	45.8173993892544	145.397335488341
AIDA_HUMAN	7	5	2	4	10	7	4	3	5	3	4	9	213.603749281633	179.024798090421	79.7208500786843	162.890514432149	202.746983996566	212.708406310171	166.402938036639	128.371152555464	210.631422047521	124.401916606799	183.269597557018	327.144004848766
AIFM1_HUMAN	14	11	13	7	21	11	11	9	10	7	6	9	427.207498563266	393.854555798925	518.185525511448	285.058400256261	425.768666392789	334.256067058841	457.608079600758	385.113457666391	421.262844095041	290.271138749197	274.904396335527	327.144004848766
AIMP1_HUMAN	5	7	3	2	18	6	6	6	3	4	7	6	152.574106629738	250.634717326589	119.581275118026	81.4452572160745	364.944571193819	182.321491123004	249.604407054959	256.742305110927	126.378853228512	165.869222142398	320.721795724781	218.096003232511
AIMP2_HUMAN	4	5	4	6	8	3	4	4	3	3	3	3	122.05928530379	179.024798090421	159.441700157369	244.335771648223	162.197587197253	91.1607455615021	166.402938036639	171.161536740618	126.378853228512	124.401916606799	137.452198167763	109.048001616255
AIP_HUMAN	7	3	6	5	14	4	4	3	2	2	3	5	213.603749281633	107.414878854252	239.162550236053	203.613143040186	283.845777595193	121.547660748669	166.402938036639	128.371152555464	84.2525688190082	82.934611071199	137.452198167763	181.746669360426
AK1A1_HUMAN	15	17	14	9	28	16	11	10	10	11	15	12	457.722319889213	608.68431350743	558.04595055079	366.503657472335	567.691555190385	486.190642994678	457.608079600758	427.903841851546	421.262844095041	456.140360891595	687.260990838817	436.192006465022
AK1C1_HUMAN	12	12	9	12	23	12	11	15	12	12	4	8	366.177855911371	429.65951541701	358.743825354079	488.671543296447	466.318063192102	364.642982246008	457.608079600758	641.855762777319	505.515412914049	497.607666427194	183.269597557018	290.794670976681
AK1C2_HUMAN	7	0	0	0	0	0	0	0	0	0	0	0	213.603749281633	0	0	0	0	0	0	0	0	0	0	0
AK1C3_HUMAN	14	12	12	12	29	19	14	15	15	12	6	13	427.207498563266	429.65951541701	478.325100472106	488.671543296447	587.966253590042	577.35138855618	582.410283128238	641.855762777319	631.894266142562	497.607666427194	274.904396335527	472.541340337107
AKA12_HUMAN	40	28	15	13	43	41	25	18	26	14	26	35	1220.5928530379	1002.53886930636	597.906375590132	529.394171904484	871.812031185234	1245.86352267386	1040.018362729	770.226915332782	1095.28339464711	580.542277498393	1191.25238412062	1272.22668552298
AKAP1_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
AKAP2_HUMAN	18	9	7	5	25	10	4	6	7	4	6	15	549.266783867056	322.244636562757	279.022975275395	203.613143040186	506.867459991415	303.869151871674	166.402938036639	256.742305110927	294.883990866529	165.869222142398	274.904396335527	545.240008081277
AKAP8_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36.3493338720851
AKP13_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30.3869151871674	0	0	0	0	0	0
AKT1_HUMAN	3	3	2	1	2	3	2	1	1	1	1	2	91.5444639778427	107.414878854252	79.7208500786843	40.7226286080373	40.5493967993132	91.1607455615021	83.2014690183197	42.7903841851546	42.1262844095041	41.4673055355995	45.8173993892544	72.6986677441703
AKT2_HUMAN	3	0	1	0	1	2	1	0	1	2	0	0	91.5444639778427	0	39.8604250393421	0	20.2746983996566	60.7738303743347	41.6007345091598	0	42.1262844095041	82.934611071199	0	0
AKT3_HUMAN	2	4	2	2	1	4	0	0	2	1	1	0	61.0296426518951	143.219838472337	79.7208500786843	81.4452572160745	20.2746983996566	121.547660748669	0	0	84.2525688190082	41.4673055355995	45.8173993892544	0
AKTS1_HUMAN	4	0	0	0	1	2	0	2	1	0	1	2	122.05928530379	0	0	0	20.2746983996566	60.7738303743347	0	85.5807683703091	42.1262844095041	0	45.8173993892544	72.6986677441703
AL1A1_HUMAN	1	1	4	0	1	1	1	1	1	0	0	0	30.5148213259476	35.8049596180841	159.441700157369	0	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	42.1262844095041	0	0	0
AL1B1_HUMAN	20	18	14	11	25	18	8	11	11	17	8	14	610.296426518951	644.489273125514	558.04595055079	447.94891468841	506.867459991415	546.964473369012	332.805876073279	470.6942260367	463.389128504545	704.944194105192	366.539195114036	508.890674209192
AL1L2_HUMAN	19	39	26	28	28	26	14	16	19	28	10	14	579.781605193004	1396.39342510528	1036.3710510229	1140.23360102504	567.691555190385	790.059794866351	582.410283128238	684.646146962473	800.399403780578	1161.08455499679	458.173993892545	508.890674209192
AL3A2_HUMAN	0	1	0	0	2	1	2	1	1	0	0	0	0	35.8049596180841	0	0	40.5493967993132	30.3869151871674	83.2014690183197	42.7903841851546	42.1262844095041	0	0	0
AL4A1_HUMAN	2	2	0	1	1	1	0	1	2	2	1	0	61.0296426518951	71.6099192361683	0	40.7226286080373	20.2746983996566	30.3869151871674	0	42.7903841851546	84.2525688190082	82.934611071199	45.8173993892544	0
AL7A1_HUMAN	10	10	9	10	15	8	7	8	8	10	5	6	305.148213259476	358.049596180841	358.743825354079	407.226286080373	304.120475994849	243.095321497339	291.205141564119	342.323073481237	337.010275276033	414.673055355995	229.086996946272	218.096003232511
AL9A1_HUMAN	14	11	14	8	20	16	10	6	10	11	5	11	427.207498563266	393.854555798925	558.04595055079	325.781028864298	405.493967993132	486.190642994678	416.007345091598	256.742305110927	421.262844095041	456.140360891595	229.086996946272	399.842672592936
ALBU_HUMAN	2	0	2	2	4	2	2	2	1	1	1	3	61.0296426518951	0	79.7208500786843	81.4452572160745	81.0987935986265	60.7738303743347	83.2014690183197	85.5807683703091	42.1262844095041	41.4673055355995	45.8173993892544	109.048001616255
ALDH2_HUMAN	14	10	10	7	22	15	8	9	6	6	7	8	427.207498563266	358.049596180841	398.604250393421	285.058400256261	446.043364792445	455.80372780751	332.805876073279	385.113457666391	252.757706457025	248.803833213597	320.721795724781	290.794670976681
ALDOA_HUMAN	56	59	53	40	109	58	46	60	46	45	53	52	1708.82999425306	2112.49261746696	2112.60252708513	1628.90514432149	2209.94212556257	1762.44108085571	1913.63378742135	2567.42305110927	1937.80908283719	1866.02874910198	2428.32216763049	1890.16536134843
ALDOC_HUMAN	23	23	16	11	41	22	16	13	19	12	12	16	701.840890496794	823.514071215935	637.766800629474	447.94891468841	831.262634385921	668.512134117682	665.611752146557	556.274994407009	800.399403780578	497.607666427194	549.808792671053	581.589341953362
ALDR_HUMAN	12	9	10	5	21	11	9	6	7	7	6	12	366.177855911371	322.244636562757	398.604250393421	203.613143040186	425.768666392789	334.256067058841	374.406610582439	256.742305110927	294.883990866529	290.271138749197	274.904396335527	436.192006465022
ALG1_HUMAN	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	40.7226286080373	0	0	0	0	42.1262844095041	0	0	0
ALG11_HUMAN	1	1	1	1	3	1	1	1	1	1	1	1	30.5148213259476	35.8049596180841	39.8604250393421	40.7226286080373	60.8240951989698	30.3869151871674	41.6007345091598	42.7903841851546	42.1262844095041	41.4673055355995	45.8173993892544	36.3493338720851
ALG2_HUMAN	0	1	0	1	0	0	0	0	2	2	0	0	0	35.8049596180841	0	40.7226286080373	0	0	0	0	84.2525688190082	82.934611071199	0	0
ALKB3_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
ALKB5_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	30.5148213259476	0	0	0	0	30.3869151871674	0	0	0	0	0	0
ALKB8_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
AMD_HUMAN	1	0	1	1	2	2	1	0	0	1	0	0	30.5148213259476	0	39.8604250393421	40.7226286080373	40.5493967993132	60.7738303743347	41.6007345091598	0	0	41.4673055355995	0	0
AMOL2_HUMAN	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	30.3869151871674	0	0	0	0	0	36.3493338720851
AMPB_HUMAN	12	14	18	14	24	19	12	13	12	18	4	11	366.177855911371	501.269434653178	717.487650708159	570.116800512522	486.592761591759	577.35138855618	499.208814109918	556.274994407009	505.515412914049	746.411499640791	183.269597557018	399.842672592936
AMPD2_HUMAN	1	2	1	1	2	1	1	0	1	2	0	1	30.5148213259476	71.6099192361683	39.8604250393421	40.7226286080373	40.5493967993132	30.3869151871674	41.6007345091598	0	42.1262844095041	82.934611071199	0	36.3493338720851
AMPE_HUMAN	3	1	3	2	3	3	2	2	1	2	0	0	91.5444639778427	35.8049596180841	119.581275118026	81.4452572160745	60.8240951989698	91.1607455615021	83.2014690183197	85.5807683703091	42.1262844095041	82.934611071199	0	0
AMPL_HUMAN	18	15	16	19	33	12	11	14	7	15	5	11	549.266783867056	537.074394271262	637.766800629474	773.729943552708	669.065047188668	364.642982246008	457.608079600758	599.065378592164	294.883990866529	622.009583033993	229.086996946272	399.842672592936
AMPL_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.6007345091598	0	0	0	0	0
AMPN_HUMAN	25	20	24	14	47	26	11	14	16	22	10	20	762.870533148689	716.099192361683	956.650200944212	570.116800512522	952.910824783861	790.059794866351	457.608079600758	599.065378592164	674.020550552066	912.28072178319	458.173993892545	726.986677441703
AMRP_HUMAN	5	4	3	7	17	6	4	6	4	5	2	7	152.574106629738	143.219838472337	119.581275118026	285.058400256261	344.669872794162	182.321491123004	166.402938036639	256.742305110927	168.505137638016	207.336527677998	91.6347987785089	254.445337104596
AN13A_HUMAN	2	3	1	3	4	3	3	5	1	3	0	2	61.0296426518951	107.414878854252	39.8604250393421	122.167885824112	81.0987935986265	91.1607455615021	124.80220352748	213.951920925773	42.1262844095041	124.401916606799	0	72.6986677441703
AN13D_HUMAN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45.8173993892544	0
AN32A_HUMAN	6	3	5	4	7	2	4	5	3	3	6	6	183.088927955685	107.414878854252	199.302125196711	162.890514432149	141.922888797596	60.7738303743347	166.402938036639	213.951920925773	126.378853228512	124.401916606799	274.904396335527	218.096003232511
AN32B_HUMAN	3	0	0	0	0	2	2	0	0	0	0	0	91.5444639778427	0	0	0	0	60.7738303743347	83.2014690183197	0	0	0	0	0
AN32E_HUMAN	1	2	0	2	3	3	2	3	2	0	0	4	30.5148213259476	71.6099192361683	0	81.4452572160745	60.8240951989698	91.1607455615021	83.2014690183197	128.371152555464	84.2525688190082	0	0	145.397335488341
ANAG_HUMAN	25	32	27	29	46	27	25	27	22	29	13	21	762.870533148689	1145.75870777869	1076.23147606224	1180.95622963308	932.636126384204	820.446710053519	1040.018362729	1155.34037299917	926.778257009091	1202.55186053239	595.626192060308	763.336011313788
ANCHR_HUMAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.7903841851546	0	0	0	0
ANFY1_HUMAN	2	4	4	3	2	2	2	2	1	5	1	1	61.0296426518951	143.219838472337	159.441700157369	122.167885824112	40.5493967993132	60.7738303743347	83.2014690183197	85.5807683703091	42.1262844095041	207.336527677998	45.8173993892544	36.3493338720851
ANGL2_HUMAN	2	2	2	3	3	3	1	0	1	3	2	3	61.0296426518951	71.6099192361683	79.7208500786843	122.167885824112	60.8240951989698	91.1607455615021	41.6007345091598	0	42.1262844095041	124.401916606799	91.6347987785089	109.048001616255
ANGL4_HUMAN	1	2	0	2	0	0	0	0	0	1	0	0	30.5148213259476	71.6099192361683	0	81.4452572160745	0	0	0	0	0	41.4673055355995	0	0
ANGT_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
ANK2_HUMAN	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	40.5493967993132	0	0	0	0	0	45.8173993892544	72.6986677441703
ANK3_HUMAN	0	0	0	0	2	1	0	1	3	0	0	2	0	0	0	0	40.5493967993132	30.3869151871674	0	42.7903841851546	126.378853228512	0	0	72.6986677441703
ANKH_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.7226286080373	0	0	0	0	0	0	0	0
ANKH1_HUMAN	0	1	0	1	0	0	0	0	0	0	0	0	0	35.8049596180841	0	40.7226286080373	0	0	0	0	0	0	0	0
ANKY2_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	30.5148213259476	0	0	0	0	30.3869151871674	0	0	0	0	0	0
ANM1_HUMAN	3	3	3	5	4	6	2	1	2	6	1	3	91.5444639778427	107.414878854252	119.581275118026	203.613143040186	81.0987935986265	182.321491123004	83.2014690183197	42.7903841851546	84.2525688190082	248.803833213597	45.8173993892544	109.048001616255
ANM5_HUMAN	1	2	0	1	1	1	1	1	0	1	1	0	30.5148213259476	71.6099192361683	0	40.7226286080373	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	0	41.4673055355995	45.8173993892544	0
ANO10_HUMAN	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	40.7226286080373	20.2746983996566	0	0	0	0	0	0	0
ANO6_HUMAN	1	4	2	4	4	3	2	1	2	4	0	1	30.5148213259476	143.219838472337	79.7208500786843	162.890514432149	81.0987935986265	91.1607455615021	83.2014690183197	42.7903841851546	84.2525688190082	165.869222142398	0	36.3493338720851
ANPRB_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
ANPRC_HUMAN	1	0	0	1	3	2	1	1	1	1	0	2	30.5148213259476	0	0	40.7226286080373	60.8240951989698	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	41.4673055355995	0	72.6986677441703
ANR44_HUMAN	1	1	1	1	0	1	0	0	0	1	0	0	30.5148213259476	35.8049596180841	39.8604250393421	40.7226286080373	0	30.3869151871674	0	0	0	41.4673055355995	0	0
ANR52_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.7226286080373	0	0	0	0	0	0	0	0
ANTR1_HUMAN	5	2	2	0	2	2	3	1	1	1	1	0	152.574106629738	71.6099192361683	79.7208500786843	0	40.5493967993132	60.7738303743347	124.80220352748	42.7903841851546	42.1262844095041	41.4673055355995	45.8173993892544	0
ANTR2_HUMAN	3	1	1	1	2	2	1	1	1	0	3	2	91.5444639778427	35.8049596180841	39.8604250393421	40.7226286080373	40.5493967993132	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	0	137.452198167763	72.6986677441703
ANX11_HUMAN	10	11	11	10	24	10	11	12	9	11	7	11	305.148213259476	393.854555798925	438.464675432764	407.226286080373	486.592761591759	303.869151871674	457.608079600758	513.484610221855	379.136559685537	456.140360891595	320.721795724781	399.842672592936
ANXA1_HUMAN	56	59	59	46	134	54	53	66	55	47	68	53	1708.82999425306	2112.49261746696	2351.76507732119	1873.24091596971	2716.80958555399	1640.89342010704	2204.83892898547	2824.1653562202	2316.94564252273	1948.96336017318	3115.5831584693	1926.51469522051
ANXA2_HUMAN	111	119	116	85	201	108	108	121	95	82	130	102	3387.14516718018	4260.79019455201	4623.80930456369	3461.42343168317	4075.21437833098	3281.78684021407	4492.87932698926	5177.6364864037	4001.99701890289	3400.31905391916	5956.26192060308	3707.63205495268
ANXA3_HUMAN	1	0	1	0	0	0	0	0	0	0	0	0	30.5148213259476	0	39.8604250393421	0	0	0	0	0	0	0	0	0
ANXA4_HUMAN	25	14	17	16	34	19	20	16	22	21	21	14	762.870533148689	501.269434653178	677.627225668816	651.562057728596	689.339745588325	577.35138855618	832.014690183197	684.646146962473	926.778257009091	870.81341624759	962.165387174343	508.890674209192
ANXA5_HUMAN	126	109	114	90	188	128	110	127	111	112	129	110	3844.86748706939	3902.74059837117	4544.088454485	3665.03657472335	3811.64329913544	3889.52514395742	4576.08079600758	5434.37879151463	4676.01756945496	4644.33821998715	5910.44452121382	3998.42672592937
ANXA6_HUMAN	77	75	81	56	130	72	79	74	72	60	57	59	2349.64124209796	2685.37197135631	3228.69442818671	2280.46720205009	2635.71079195536	2187.85789347605	3286.45802622363	3166.48842970144	3033.0924774843	2488.03833213597	2611.5917651875	2144.61069845302
ANXA7_HUMAN	10	10	7	10	12	12	6	11	7	7	7	11	305.148213259476	358.049596180841	279.022975275395	407.226286080373	243.296380795879	364.642982246008	249.604407054959	470.6942260367	294.883990866529	290.271138749197	320.721795724781	399.842672592936
AOC3_HUMAN	2	2	1	2	4	5	1	1	2	2	1	1	61.0296426518951	71.6099192361683	39.8604250393421	81.4452572160745	81.0987935986265	151.934575935837	41.6007345091598	42.7903841851546	84.2525688190082	82.934611071199	45.8173993892544	36.3493338720851
AP1B1_HUMAN	9	14	11	9	20	15	10	13	8	11	0	10	274.633391933528	501.269434653178	438.464675432764	366.503657472335	405.493967993132	455.80372780751	416.007345091598	556.274994407009	337.010275276033	456.140360891595	0	363.493338720851
AP1G1_HUMAN	1	4	2	4	3	4	2	2	1	3	2	1	30.5148213259476	143.219838472337	79.7208500786843	162.890514432149	60.8240951989698	121.547660748669	83.2014690183197	85.5807683703091	42.1262844095041	124.401916606799	91.6347987785089	36.3493338720851
AP1M1_HUMAN	3	2	1	3	0	4	0	0	2	1	0	0	91.5444639778427	71.6099192361683	39.8604250393421	122.167885824112	0	121.547660748669	0	0	84.2525688190082	41.4673055355995	0	0
AP1S1_HUMAN	1	1	0	0	0	1	0	0	0	1	0	0	30.5148213259476	35.8049596180841	0	0	0	30.3869151871674	0	0	0	41.4673055355995	0	0
AP2A1_HUMAN	2	18	10	20	9	11	4	12	9	15	5	8	61.0296426518951	644.489273125514	398.604250393421	814.452572160745	182.47228559691	334.256067058841	166.402938036639	513.484610221855	379.136559685537	622.009583033993	229.086996946272	290.794670976681
AP2A2_HUMAN	0	8	6	11	4	7	3	4	6	7	0	4	0	286.439676944673	239.162550236053	447.94891468841	81.0987935986265	212.708406310171	124.80220352748	171.161536740618	252.757706457025	290.271138749197	0	145.397335488341
AP2B1_HUMAN	18	27	21	18	32	27	20	19	14	23	10	16	549.266783867056	966.733909688272	837.068925826185	733.00731494467	648.790348789012	820.446710053519	832.014690183197	813.017299517937	589.767981733058	953.748027318789	458.173993892545	581.589341953362
AP2M1_HUMAN	7	6	4	5	6	8	4	4	4	4	4	3	213.603749281633	214.829757708505	159.441700157369	203.613143040186	121.64819039794	243.095321497339	166.402938036639	171.161536740618	168.505137638016	165.869222142398	183.269597557018	109.048001616255
AP2S1_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
AP3B1_HUMAN	3	4	3	6	7	4	4	3	5	6	1	2	91.5444639778427	143.219838472337	119.581275118026	244.335771648223	141.922888797596	121.547660748669	166.402938036639	128.371152555464	210.631422047521	248.803833213597	45.8173993892544	72.6986677441703
