Gene_Organism
SMHD1_HUMAN
ADAS_HUMAN
PDLI1_HUMAN
BACH_HUMAN
SMAP_HUMAN
PGRC1_HUMAN
SPT5H_HUMAN
HIP1_HUMAN
CLIC1_HUMAN
EIF3F_HUMAN
IPO5_HUMAN
IF2B3_HUMAN
IF2B3_HUMAN
IF2B3_HUMAN
IF2B3_HUMAN
DNM1L_HUMAN
P3C2A_HUMAN
NDUA4_HUMAN
NDUA4_HUMAN
PESC_HUMAN
PESC_HUMAN
MPP10_HUMAN
NOP56_HUMAN
NOP56_HUMAN
NOP56_HUMAN
NOP56_HUMAN
PIR_HUMAN
IMA3_HUMAN
NDKM_HUMAN
ACOD_HUMAN
ACOD_HUMAN
DPYL4_HUMAN
IMPA2_HUMAN
NHRF1_HUMAN
NHRF1_HUMAN
TCRG1_HUMAN
HGS_HUMAN
MYPT1_HUMAN
HNRDL_HUMAN
SR140_HUMAN
SCAM1_HUMAN
ARC1B_HUMAN
WDR46_HUMAN
SPTC1_HUMAN
SPTC1_HUMAN
SPTC2_HUMAN
HMGB3_HUMAN
PPM1G_HUMAN
PPM1G_HUMAN
EIF3D_HUMAN
EIF3D_HUMAN
RPB4_HUMAN
FABP7_HUMAN
DHX15_HUMAN
DHX15_HUMAN
DHX15_HUMAN
DHX15_HUMAN
PRP4_HUMAN
PRP4_HUMAN
SERA_HUMAN
SERA_HUMAN
SERA_HUMAN
SERA_HUMAN
PSMD3_HUMAN
PAPS1_HUMAN
SNUT1_HUMAN
SPIT2_HUMAN
HNRPR_HUMAN
HNRPR_HUMAN
HNRPR_HUMAN
HNRPR_HUMAN
HNRPR_HUMAN
PRPF3_HUMAN
TXNL1_HUMAN
EMC8_HUMAN
PPIH_HUMAN
E41L2_HUMAN
E41L2_HUMAN
E41L2_HUMAN
E41L2_HUMAN
TIM44_HUMAN
ZN207_HUMAN
ZN207_HUMAN
BUB3_HUMAN
BUB3_HUMAN
BUB3_HUMAN
ACTN4_HUMAN
ACTN4_HUMAN
SNG1_HUMAN
SGTA_HUMAN
SGTA_HUMAN
SGTA_HUMAN
ENSA_HUMAN
MYO1B_HUMAN
CPSF5_HUMAN
CALU_HUMAN
CALU_HUMAN
SMCA5_HUMAN
SMCA5_HUMAN
SMCA5_HUMAN
SMCA5_HUMAN
SMCA5_HUMAN
JIP4_HUMAN
AQR_HUMAN
KDM1A_HUMAN
FADS1_HUMAN
ACSL4_HUMAN
OGA_HUMAN
HNRPQ_HUMAN
HNRPQ_HUMAN
HNRPQ_HUMAN
BUB1B_HUMAN
PLIN3_HUMAN
UGDH_HUMAN
CTND1_HUMAN
CTND1_HUMAN
CTND1_HUMAN
CTND1_HUMAN
CTND1_HUMAN
USO1_HUMAN
RT14_HUMAN
DKC1_HUMAN
DKC1_HUMAN
DKC1_HUMAN
IF2P_HUMAN
IF2P_HUMAN
EDF1_HUMAN
EDF1_HUMAN
EDF1_HUMAN
DNJA2_HUMAN
BRD4_HUMAN
WDR1_HUMAN
WDR1_HUMAN
ZC11A_HUMAN
GGCT_HUMAN
GGCT_HUMAN
TBCA_HUMAN
TBCA_HUMAN
TBCA_HUMAN
TBCA_HUMAN
H2AY_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
FLNB_HUMAN
NDUS6_HUMAN
CISY_HUMAN
CISY_HUMAN
PSIP1_HUMAN
PSIP1_HUMAN
PSIP1_HUMAN
PSIP1_HUMAN
PSIP1_HUMAN
PSIP1_HUMAN
SF3B1_HUMAN
SF3B1_HUMAN
CSDE1_HUMAN
CSDE1_HUMAN
CSDE1_HUMAN
CSDE1_HUMAN
CSDE1_HUMAN
CSDE1_HUMAN
NPM3_HUMAN
NPM3_HUMAN
NPM3_HUMAN
U520_HUMAN
U520_HUMAN
U520_HUMAN
U520_HUMAN
UTP20_HUMAN
WDHD1_HUMAN
WDHD1_HUMAN
CRTAP_HUMAN
EIF3G_HUMAN
EIF3J_HUMAN
EIF3J_HUMAN
EIF3J_HUMAN
FACE1_HUMAN
IDHC_HUMAN
IDHC_HUMAN
IDHC_HUMAN
ATP5H_HUMAN
ATP5H_HUMAN
ATP5H_HUMAN
FLOT1_HUMAN
FLOT1_HUMAN
GLRX3_HUMAN
RL1D1_HUMAN
RL1D1_HUMAN
RL1D1_HUMAN
SRP72_HUMAN
MTA2_HUMAN
MTA2_HUMAN
MTA2_HUMAN
UFL1_HUMAN
UFL1_HUMAN
UBXN7_HUMAN
PROSC_HUMAN
ERLN2_HUMAN
PRP6_HUMAN
PRP6_HUMAN
SC31A_HUMAN
SFR15_HUMAN
NDUA7_HUMAN
LETM1_HUMAN
CD2B2_HUMAN
ACSL3_HUMAN
ACSL3_HUMAN
CPSF4_HUMAN
ASML_HUMAN
CDS2_HUMAN
OXSR1_HUMAN
AIFM1_HUMAN
AIFM1_HUMAN
FADS2_HUMAN
DDAH2_HUMAN
TXD12_HUMAN
MBD3_HUMAN
CYB5_HUMAN
CYB5_HUMAN
LDHA_HUMAN
LDHA_HUMAN
DHE3_HUMAN
DHE3_HUMAN
NB5R3_HUMAN
GSHR_HUMAN
GSHR_HUMAN
SODC_HUMAN
HPRT_HUMAN
AATM_HUMAN
PGK1_HUMAN
RASK_HUMAN
LMNA_HUMAN
LMNA_HUMAN
FINC_HUMAN
FRIH_HUMAN
OAT_HUMAN
K2C1_HUMAN
G3P_HUMAN
G3P_HUMAN
G3P_HUMAN
ERBB2_HUMAN
CPNS1_HUMAN
HSPB1_HUMAN
TYSY_HUMAN
RPN1_HUMAN
RPN1_HUMAN
RPN1_HUMAN
RPN2_HUMAN
GNAI2_HUMAN
GNAI2_HUMAN
GNAI2_HUMAN
AT1A1_HUMAN
AT1A1_HUMAN
AT1A1_HUMAN
AT1A1_HUMAN
AT1A1_HUMAN
AT1A1_HUMAN
AT1B1_HUMAN
AT1B1_HUMAN
ALDH2_HUMAN
ALDH2_HUMAN
ALDH2_HUMAN
HMGN1_HUMAN
HMGN1_HUMAN
ADT2_HUMAN
PCCA_HUMAN
PPBT_HUMAN
IF2A_HUMAN
LA_HUMAN
ITB1_HUMAN
ITB1_HUMAN
ITB1_HUMAN
K1C18_HUMAN
K1C18_HUMAN
K1C18_HUMAN
K2C8_HUMAN
K2C8_HUMAN
K2C8_HUMAN
AGAL_HUMAN
AGAL_HUMAN
AGAL_HUMAN
GELS_HUMAN
CDK1_HUMAN
ATPB_HUMAN
ATPB_HUMAN
ATPB_HUMAN
ATPB_HUMAN
ENOA_HUMAN
ENOA_HUMAN
ENOA_HUMAN
TPM3_HUMAN
TPM3_HUMAN
TPM3_HUMAN
ACBP_HUMAN
LDHB_HUMAN
PDIA1_HUMAN
PDIA1_HUMAN
PDIA1_HUMAN
PDIA1_HUMAN
PDIA1_HUMAN
PDIA1_HUMAN
PDIA1_HUMAN
CATD_HUMAN
CATD_HUMAN
CATD_HUMAN
ANXA2_HUMAN
TBB5_HUMAN
PROF1_HUMAN
PROF1_HUMAN
APT_HUMAN
SYEP_HUMAN
SYEP_HUMAN
SYEP_HUMAN
SYEP_HUMAN
SYEP_HUMAN
CATB_HUMAN
CATB_HUMAN
CATB_HUMAN
TPM2_HUMAN
TPM2_HUMAN
ANXA6_HUMAN
4F2_HUMAN
HS90B_HUMAN
HS90B_HUMAN
CY1_HUMAN
RU17_HUMAN
RU17_HUMAN
VIME_HUMAN
VIME_HUMAN
VIME_HUMAN
VIME_HUMAN
K1C19_HUMAN
ANXA5_HUMAN
RSSA_HUMAN
RSSA_HUMAN
ENOG_HUMAN
GSTP1_HUMAN
GSTP1_HUMAN
GNAO_HUMAN
GNAO_HUMAN
TPM1_HUMAN
TPM1_HUMAN
TPM1_HUMAN
CN37_HUMAN
DLDH_HUMAN
DLDH_HUMAN
RU2A_HUMAN
RU2A_HUMAN
PARP1_HUMAN
DPOLA_HUMAN
UCHL1_HUMAN
LKHA4_HUMAN
LKHA4_HUMAN
LKHA4_HUMAN
ALDOC_HUMAN
ALDOC_HUMAN
UCRIL_HUMAN
THIO_HUMAN
COX5B_HUMAN
COX5B_HUMAN
KAP0_HUMAN
ESTD_HUMAN
ESTD_HUMAN
CH60_HUMAN
CH60_HUMAN
CH60_HUMAN
CH60_HUMAN
CLUS_HUMAN
GRP78_HUMAN
GRP78_HUMAN
GRP78_HUMAN
GRP78_HUMAN
GRP78_HUMAN
LAMC1_HUMAN
HSP7C_HUMAN
HSP7C_HUMAN
HSP7C_HUMAN
HSP7C_HUMAN
HSP7C_HUMAN
GTR1_HUMAN
GTR3_HUMAN
41_HUMAN
41_HUMAN
41_HUMAN
ODPB_HUMAN
ODPB_HUMAN
ODPB_HUMAN
TOP1_HUMAN
TOP2A_HUMAN
TOP2A_HUMAN
G6PD_HUMAN
G6PD_HUMAN
MPRI_HUMAN
ADHX_HUMAN
PABP1_HUMAN
TPR_HUMAN
TPR_HUMAN
TPR_HUMAN
TPR_HUMAN
TPR_HUMAN
TPR_HUMAN
KCRB_HUMAN
KCRB_HUMAN
KCRB_HUMAN
CADH1_HUMAN
CADH1_HUMAN
XRCC6_HUMAN
XRCC5_HUMAN
XRCC5_HUMAN
COX41_HUMAN
EF2_HUMAN
PDIA4_HUMAN
PDIA4_HUMAN
PDIA4_HUMAN
PDIA4_HUMAN
PDIA4_HUMAN
PDIA4_HUMAN
P4HA1_HUMAN
PLST_HUMAN
ACPH_HUMAN
ACPH_HUMAN
ACPH_HUMAN
ETFA_HUMAN
ETFA_HUMAN
ETFA_HUMAN
MTDC_HUMAN
MIF_HUMAN
GLU2B_HUMAN
AK1A1_HUMAN
AK1A1_HUMAN
KPYM_HUMAN
KPYM_HUMAN
KPYM_HUMAN
KPYM_HUMAN
ENPL_HUMAN
ENPL_HUMAN
ENPL_HUMAN
ENPL_HUMAN
CCNB1_HUMAN
HNRPL_HUMAN
HNRPL_HUMAN
HNRPL_HUMAN
HNRPL_HUMAN
HNRPL_HUMAN
HNRPL_HUMAN
SYDC_HUMAN
SYDC_HUMAN
PLAK_HUMAN
NDKA_HUMAN
GNS_HUMAN
RS2_HUMAN
RS2_HUMAN
RS2_HUMAN
RS2_HUMAN
DESP_HUMAN
RFA2_HUMAN
H15_HUMAN
H15_HUMAN
H15_HUMAN
H12_HUMAN
H12_HUMAN
EPCAM_HUMAN
NCPR_HUMAN
NCPR_HUMAN
NCPR_HUMAN
AT2A2_HUMAN
STMN1_HUMAN
CXA1_HUMAN
UBF1_HUMAN
UBF1_HUMAN
DDX5_HUMAN
PRS6A_HUMAN
PRS6A_HUMAN
PRS6A_HUMAN
TCPA_HUMAN
TCPA_HUMAN
TCPA_HUMAN
TCPA_HUMAN
PTN1_HUMAN
RL7_HUMAN
RL7_HUMAN
RL7_HUMAN
VINC_HUMAN
VINC_HUMAN
VINC_HUMAN
VINC_HUMAN
VINC_HUMAN
VINC_HUMAN
VINC_HUMAN
SON_HUMAN
SON_HUMAN
SON_HUMAN
NELFE_HUMAN
RL17_HUMAN
RL17_HUMAN
PGAM1_HUMAN
RCC1_HUMAN
RCC1_HUMAN
RCC1_HUMAN
DNLI1_HUMAN
ATP5J_HUMAN
NUCL_HUMAN
NUCL_HUMAN
NUCL_HUMAN
NUCL_HUMAN
HXK1_HUMAN
HXK1_HUMAN
HXK1_HUMAN
RPAB1_HUMAN
SPEE_HUMAN
SPEE_HUMAN
AT2B1_HUMAN
IF2B_HUMAN
IF2B_HUMAN
RAB3B_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
LMNB1_HUMAN
PTMS_HUMAN
VATB2_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
FLNA_HUMAN
ACOC_HUMAN
VDAC1_HUMAN
VDAC1_HUMAN
MUTA_HUMAN
FBRL_HUMAN
FBRL_HUMAN
PUR2_HUMAN
PUR6_HUMAN
NLTP_HUMAN
UBA1_HUMAN
NDKB_HUMAN
ROA2_HUMAN
ROA2_HUMAN
TCEA1_HUMAN
ITA6_HUMAN
SFPQ_HUMAN
GCSP_HUMAN
RS3_HUMAN
RS3_HUMAN
RS3_HUMAN
RS3_HUMAN
GCSH_HUMAN
GCSH_HUMAN
SAHH_HUMAN
COF1_HUMAN
IF4B_HUMAN
IF4B_HUMAN
IF4B_HUMAN
RIR1_HUMAN
EF1B_HUMAN
EF1B_HUMAN
AT5F1_HUMAN
PPAC_HUMAN
THIL_HUMAN
THIL_HUMAN
RPB1_HUMAN
RPB1_HUMAN
RPB1_HUMAN
MCM3_HUMAN
MCM3_HUMAN
MCM3_HUMAN
MCM3_HUMAN
MCM3_HUMAN
DNJB1_HUMAN
ATPA_HUMAN
PSA2_HUMAN
PSA3_HUMAN
PSA3_HUMAN
MOES_HUMAN
MOES_HUMAN
DDX6_HUMAN
DDX6_HUMAN
RL13_HUMAN
IVD_HUMAN
HMGB2_HUMAN
PTBP1_HUMAN
PTBP1_HUMAN
SYTC_HUMAN
SYTC_HUMAN
SYVC_HUMAN
SYVC_HUMAN
SYVC_HUMAN
FKBP2_HUMAN
1433T_HUMAN
1433T_HUMAN
RL10_HUMAN
RFA1_HUMAN
RFA1_HUMAN
RFA1_HUMAN
APEX1_HUMAN
APEX1_HUMAN
APEX1_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
MAP4_HUMAN
PSA5_HUMAN
PSB6_HUMAN
PSB5_HUMAN
DPOD1_HUMAN
DPOD1_HUMAN
SMCA1_HUMAN
SMCA1_HUMAN
AMPL_HUMAN
TPP2_HUMAN
IMPA1_HUMAN
3MG_HUMAN
EF1D_HUMAN
RABP1_HUMAN
RABP1_HUMAN
RABP1_HUMAN
MARCS_HUMAN
MARCS_HUMAN
MARCS_HUMAN
MARCS_HUMAN
MARCS_HUMAN
MARCS_HUMAN
ERP29_HUMAN
PRDX6_HUMAN
PRDX5_HUMAN
PRDX3_HUMAN
PRDX3_HUMAN
ATPD_HUMAN
RL12_HUMAN
ECHM_HUMAN
PDIA3_HUMAN
PDIA3_HUMAN
PDIA3_HUMAN
PDIA3_HUMAN
PDIA3_HUMAN
PURA2_HUMAN
SORCN_HUMAN
AL1B1_HUMAN
RPB2_HUMAN
SDHA_HUMAN
RIR2_HUMAN
DNJA1_HUMAN
QCR1_HUMAN
3HIDH_HUMAN
PUR9_HUMAN
PUR9_HUMAN
PUR9_HUMAN
HNRH3_HUMAN
HNRH3_HUMAN
HNRH3_HUMAN
HNRH1_HUMAN
STIP1_HUMAN
STIP1_HUMAN
PRDX2_HUMAN
P5CR1_HUMAN
RL9_HUMAN
KINH_HUMAN
MCM4_HUMAN
MCM4_HUMAN
MCM5_HUMAN
MCM5_HUMAN
MCM5_HUMAN
MCM7_HUMAN
MCM7_HUMAN
MCM7_HUMAN
HSP74_HUMAN
PROF2_HUMAN
CTNA1_HUMAN
CTNA1_HUMAN
CTNA1_HUMAN
CTNA1_HUMAN
CTNB1_HUMAN
CTNB1_HUMAN
CTNB1_HUMAN
RADI_HUMAN
CBS_HUMAN
GDE_HUMAN
MYH9_HUMAN
MYH9_HUMAN
MYH10_HUMAN
MYH10_HUMAN
MYH10_HUMAN
MYH10_HUMAN
MYH10_HUMAN
MYH10_HUMAN
COPB2_HUMAN
ADDA_HUMAN
ADDA_HUMAN
ADDB_HUMAN
ADDB_HUMAN
BASI_HUMAN
BASI_HUMAN
BASI_HUMAN
BASI_HUMAN
NU214_HUMAN
DEK_HUMAN
PRS7_HUMAN
PRS7_HUMAN
PRS7_HUMAN
RL4_HUMAN
RL4_HUMAN
PP1G_HUMAN
GPX4_HUMAN
NUP62_HUMAN
FDFT_HUMAN
TALDO_HUMAN
ETFB_HUMAN
ETFB_HUMAN
RBMX_HUMAN
VATA_HUMAN
GRP75_HUMAN
GRP75_HUMAN
IF4A3_HUMAN
IF4A3_HUMAN
RL3_HUMAN
OST48_HUMAN
FEN1_HUMAN
CAPG_HUMAN
TCPZ_HUMAN
TCPZ_HUMAN
MDHC_HUMAN
MDHM_HUMAN
MDHM_HUMAN
ECHA_HUMAN
ECHA_HUMAN
IF2G_HUMAN
SYG_HUMAN
SYIC_HUMAN
SYIC_HUMAN
SYIC_HUMAN
KPCI_HUMAN
ECI1_HUMAN
ECI1_HUMAN
LAP2B_HUMAN
LAP2B_HUMAN
STAT1_HUMAN
STAT1_HUMAN
SK2L2_HUMAN
RBM34_HUMAN
LPPRC_HUMAN
LPPRC_HUMAN
THIM_HUMAN
THIM_HUMAN
LIS1_HUMAN
LIS1_HUMAN
MATR3_HUMAN
MATR3_HUMAN
MATR3_HUMAN
MATR3_HUMAN
GPDM_HUMAN
RANG_HUMAN
RANG_HUMAN
NAMPT_HUMAN
PRS6B_HUMAN
VDAC2_HUMAN
CBX5_HUMAN
UBP5_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
KI67_HUMAN
NOP2_HUMAN
NOP2_HUMAN
NOP2_HUMAN
CRKL_HUMAN
NSF_HUMAN
NSF_HUMAN
BRCC3_HUMAN
RL27A_HUMAN
RL27A_HUMAN
RL5_HUMAN
RL21_HUMAN
RL28_HUMAN
RL28_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
MAP1B_HUMAN
