Cell	Condition1	Condition2	Protein	logFC	logCPM	PValue
D	CTRL	SUN	K1C14_HUMAN	-0.798358209655304	8.6849089071341	0.0110603156308071
D	CTRL	SUN	K2C74_HUMAN	-3.60602017845524	6.720898902714	0.0116238536066533
D	CTRL	SUN	PGAM2_HUMAN	1.28291575978789	7.46544537384718	0.0120766960446749
D	CTRL	SUN	RU2A_HUMAN	-2.52293955556582	6.96669485798518	0.0126577240771591
D	CTRL	SUN	HNRPM_HUMAN	0.561486505858305	9.13647178798652	0.0143304188324279
D	CTRL	SUN	1433S_HUMAN	0.933910956710737	8.00239121919831	0.0143568408623288
D	CTRL	SUN	ADH1A_HUMAN	-1.07566774397785	8.10526710102192	0.015075349499151
D	CTRL	SUN	SNUT1_HUMAN	-2.45312555556206	6.94530665607389	0.017460733356872
D	CTRL	SUN	COMDA_HUMAN	3.27230967237213	6.33151356545695	0.0179283611839848
D	CTRL	SUN	IF2B3_HUMAN	3.27228687134489	6.32849688777589	0.0179283611839848
D	CTRL	SUN	TSC1_HUMAN	3.27230576317621	6.3310025457617	0.0179283611839848
D	CTRL	SUN	PTX3_HUMAN	-1.6401360738943	7.38476540629661	0.0189314661924346
D	CTRL	SUN	INO1_HUMAN	0.826643948153835	7.85323078783437	0.021892689052823
D	CTRL	SUN	K2C5_HUMAN	-0.914511939691318	8.28886614634562	0.0222804253166047
D	CTRL	SUN	DESM_HUMAN	0.666205469632864	8.56071945797163	0.0223166795215048
D	CTRL	SUN	RS26_HUMAN	0.815666729191824	8.0175585783473	0.0235646453100342
D	CTRL	SUN	1B38_HUMAN	-3.79638437201345	6.73354940766783	0.024250213830399
D	CTRL	ERL	TBB8_HUMAN	6.92986780343511	7.76522008502027	4.67548567370213e-28
D	CTRL	ERL	TBB2A_HUMAN	-1.4815721785318	11.687683953396	1.47143248582316e-11
D	CTRL	ERL	ML12A_HUMAN	1.3542816611346	10.1652126110281	1.56142709404435e-11
D	CTRL	ERL	EF1A2_HUMAN	-1.30420874745791	10.0734069056503	2.42882956118733e-08
D	CTRL	ERL	ADH1G_HUMAN	-4.989305273721	7.38994031856964	3.57036760995176e-06
D	CTRL	ERL	1A11_HUMAN	-4.98904690406396	7.32109716017727	2.24376813540103e-05
D	CTRL	ERL	K1C14_HUMAN	-1.42994419953242	8.60153823247319	0.000124029294078206
D	CTRL	ERL	ML12B_HUMAN	-0.941085398129157	9.76551991329434	0.000152322413722459
D	CTRL	ERL	1C07_HUMAN	-4.68799481065542	7.14006248491182	0.000294177803207341
D	CTRL	ERL	TBB1_HUMAN	-4.48303524035465	7.09346437517062	0.000294177803207341
D	CTRL	ERL	RHOB_HUMAN	2.63206622323748	6.82628229310954	0.000693367467162598
D	CTRL	ERL	RB11A_HUMAN	2.1868026911921	6.98632671054714	0.000702036754243451
D	CTRL	ERL	K2C6A_HUMAN	-1.54838543433168	8.11528054669193	0.000981472902312547
D	CTRL	ERL	POTEJ_HUMAN	0.714099730412937	10.7576202099884	0.0010793261737856
D	CTRL	ERL	H2B1J_HUMAN	-4.53683775229264	7.04297396656847	0.00128023176714415
D	CTRL	ERL	GNPI2_HUMAN	2.02023795797056	7.00755485688455	0.00150843476237142
D	CTRL	ERL	HYCCI_HUMAN	3.82723008061582	6.42717097979792	0.0016976178391965
D	CTRL	ERL	RENT1_HUMAN	-1.07440188585213	8.44719730353954	0.00214553018605266
D	CTRL	ERL	ACTS_HUMAN	0.622838369209156	13.7088277544728	0.00251531439504591
D	CTRL	ERL	VAMP2_HUMAN	1.73558841774549	7.07931258852928	0.00263339091448785
D	CTRL	ERL	COX41_HUMAN	-4.10734113177071	6.91781354309148	0.00267077096023568
D	CTRL	ERL	H2B2F_HUMAN	-4.42655154455248	6.99200597300854	0.00267077096023568
D	CTRL	ERL	K1C16_HUMAN	-1.18329426717696	8.51712197298576	0.00278191935755629
D	CTRL	ERL	RAB4A_HUMAN	2.77886023399137	6.59988985580204	0.00382448636118329
D	CTRL	ERL	ACTN3_HUMAN	-4.30712770670249	6.9388434884142	0.00385756135839696
D	CTRL	ERL	COPZ2_HUMAN	2.12447676913419	6.79124038152722	0.003946713037586
D	CTRL	ERL	SODC_HUMAN	0.751782739060108	8.73904722667435	0.00409836360565106
D	CTRL	ERL	LRC47_HUMAN	-1.09850826865931	8.36819104764078	0.00442249568284969
D	CTRL	ERL	1C06_HUMAN	1.38390631373187	7.46167854445645	0.00454234659762566
D	CTRL	ERL	AP4A_HUMAN	3.58438415308187	6.38106533198342	0.00551679176963057
D	CTRL	ERL	KCC2A_HUMAN	3.58441393730855	6.38494486021563	0.00551679176963057
D	CTRL	ERL	KCC2B_HUMAN	3.58441393730855	6.38494486021563	0.00551679176963057
D	CTRL	ERL	HS105_HUMAN	-1.41868735671113	7.91638626938662	0.00663266610318144
D	CTRL	ERL	AK1C1_HUMAN	-0.807734509766412	8.8320808247095	0.00675810892198019
D	CTRL	ERL	RS26_HUMAN	0.985837283799656	8.05903365145902	0.00782538587830504
D	CTRL	ERL	RAB8B_HUMAN	-1.58688233423236	7.57570533854332	0.00797869665961449
D	CTRL	ERL	SGMR1_HUMAN	1.90777519117106	6.81613891898235	0.00897827658939016
D	CTRL	ERL	R39L5_HUMAN	2.59727644693113	6.55899397441253	0.0100637943087373
D	CTRL	ERL	CSPG4_HUMAN	-0.665031537131508	9.28379226978434	0.0105035251947251
D	CTRL	ERL	RAB32_HUMAN	-2.10462356337339	7.16793202194332	0.0108186512896581
D	CTRL	TOF	H2AJ_HUMAN	6.88677884135024	7.74634819615827	5.19815567297793e-26
D	CTRL	TOF	H2B1N_HUMAN	6.45399827243823	7.47739791468909	1.70237675558391e-19
D	CTRL	TOF	PP1G_HUMAN	-6.7609980149467	8.70255000860588	4.92924122937725e-17
D	CTRL	TOF	H2B1B_HUMAN	2.03548280770066	9.41418076248801	9.17998723336916e-17
D	CTRL	TOF	ML12A_HUMAN	1.65515535492155	10.3238085553092	2.41810741542765e-14
D	CTRL	TOF	DESM_HUMAN	1.73833173397499	9.01419806501197	3.4484582882398e-12
D	CTRL	TOF	H2AV_HUMAN	1.7689447040274	8.66394124235876	5.8224426212763e-09
D	CTRL	TOF	ACTS_HUMAN	-1.55128489889348	13.1840049355011	1.2650388296033e-08
D	CTRL	TOF	PLEC_HUMAN	-5.4816845969628	7.75860903857584	2.07856459440055e-08
D	CTRL	TOF	RO60_HUMAN	-3.39572224266659	8.05857633695482	1.35615217865706e-07
D	CTRL	TOF	GLU2B_HUMAN	1.18361362061366	9.40452808865913	3.29326329160225e-07
D	CTRL	TOF	CALU_HUMAN	1.10284987419947	9.75519990414432	1.2024538048842e-06
D	CTRL	TOF	ROCK1_HUMAN	-3.2667835375158	7.9627536750095	1.2920829793413e-06
D	CTRL	TOF	SPRC_HUMAN	1.03578102377903	10.591841712153	1.40653516594784e-06
D	CTRL	TOF	ROCK2_HUMAN	-2.79263157803301	7.99730209239225	3.48812074348478e-06
D	CTRL	TOF	SNAA_HUMAN	-2.35553072430515	8.17977137250122	4.0329635445091e-06
D	CTRL	TOF	RAB8B_HUMAN	-5.14418452795088	7.50698701031873	4.03996463140128e-06
D	CTRL	TOF	SYIM_HUMAN	-2.13074796811746	8.37993991789744	4.09317890650009e-06
D	CTRL	TOF	COPB_HUMAN	-1.64416187731674	8.81374366024312	4.38276759766568e-06
D	CTRL	TOF	PRPS2_HUMAN	-2.62865621715217	7.85755608280647	8.66122156190999e-06
D	CTRL	TOF	H2AZ_HUMAN	-5.09810294193932	7.45464249173903	8.73753489424359e-06
D	CTRL	TOF	AHNK_HUMAN	0.975351267525478	11.1187492172175	1.11794811141405e-05
D	CTRL	TOF	AT2B4_HUMAN	-1.75062596525677	8.47741418482307	1.90096019981458e-05
D	CTRL	TOF	FKB1A_HUMAN	1.22006620663993	8.69648890292484	2.3918615785367e-05
D	CTRL	TOF	STAT1_HUMAN	-1.27390151067383	9.36453813328051	2.67149095216036e-05
D	CTRL	TOF	RCN1_HUMAN	0.978052641892563	9.27595107699781	3.91969552670019e-05
D	CTRL	TOF	RAB2B_HUMAN	-4.71730082138882	7.28049593968274	5.51699570935327e-05
D	CTRL	TOF	CPNE3_HUMAN	-1.79520580397799	8.27765139351015	9.00399390304747e-05
D	CTRL	TOF	COPA_HUMAN	-1.27021595990875	9.01982273651851	9.47352729761637e-05
D	CTRL	TOF	KCC2G_HUMAN	-4.62130470319015	7.22655683510669	0.000112685400763808
D	CTRL	TOF	H2A1B_HUMAN	0.938798699255959	9.29224719988003	0.000178195724890016
D	CTRL	TOF	THIO_HUMAN	1.10315411922645	8.61463743207741	0.000183264524303291
D	CTRL	TOF	PGM2_HUMAN	-2.15739041504995	7.84945435796015	0.000190438587741376
D	CTRL	TOF	MYH14_HUMAN	-1.15669674482429	9.00619809319749	0.00022958998053941
D	CTRL	TOF	LAMP2_HUMAN	1.00393653733233	8.88346710316118	0.000244077152626326
D	CTRL	TOF	CPNS1_HUMAN	-1.03100200699755	9.42871637069253	0.000280689238666019
D	CTRL	TOF	CAN1_HUMAN	-1.1437445532514	9.03339970798374	0.000307537499351802
D	CTRL	TOF	1C07_HUMAN	-4.64032327535807	7.18526111901493	0.000329627766353336
D	CTRL	TOF	USO1_HUMAN	-1.13032686760908	9.06780657043463	0.000350027888087063
D	CTRL	TOF	ESYT2_HUMAN	-2.69580879373456	7.59625300075151	0.000364906476959687
D	CTRL	GEF	H2B1N_HUMAN	6.10697121961087	7.11652117242984	1.6112606019377e-13
D	CTRL	GEF	TBAL3_HUMAN	6.09066384881838	7.10361942166377	1.6122647111209e-13
D	CTRL	GEF	H2AJ_HUMAN	5.91207180587676	7.02084728114218	6.820726387406e-12
D	CTRL	GEF	ML12A_HUMAN	1.39471163766928	10.0992363766002	1.0249468724774e-09
D	CTRL	GEF	ADH1A_HUMAN	-5.82203194566997	8.01730415542865	4.80753172490226e-08
D	CTRL	GEF	H2B1A_HUMAN	5.10001991094064	6.70222097903445	1.19401499667531e-07
D	CTRL	GEF	H2B1B_HUMAN	1.35586041996265	8.98626308126328	1.1691413134136e-06
D	CTRL	GEF	GNAS2_HUMAN	4.96659335904172	6.64691684343595	1.90944498984665e-06
D	CTRL	GEF	DESM_HUMAN	1.24558621288465	8.72418664283012	3.00682571197443e-06
D	CTRL	GEF	HSP72_HUMAN	1.21167122147136	9.11421698288212	5.32911137718082e-06
D	CTRL	GEF	AHNK_HUMAN	1.01123468815122	11.0728255008223	8.09684768028998e-06
D	CTRL	GEF	EF1A2_HUMAN	-1.36474410890102	10.1480292452744	9.51713999199312e-06
D	CTRL	GEF	H2B1L_HUMAN	1.73001054428543	7.90468232250326	2.27660280189436e-05
D	CTRL	GEF	1433S_HUMAN	-5.10199811177701	7.53064250342616	4.77618537004862e-05
D	CTRL	GEF	H2AZ_HUMAN	-5.13728561314812	7.50040889865157	0.000113181051530489
D	CTRL	GEF	H2B1C_HUMAN	-1.78394871185478	8.3167786946942	0.000178901135724962
D	CTRL	GEF	1A11_HUMAN	-4.98982241822364	7.4056158019694	0.000268211176512922
D	CTRL	GEF	PP1G_HUMAN	-1.07553040611528	8.93626687290441	0.0010688854597515
D	CTRL	GEF	CO1A1_HUMAN	0.722880662996955	11.1520695195813	0.00147179143185
D	CTRL	GEF	FKB1A_HUMAN	0.99805015218293	8.55971078667099	0.0021756131293327
D	CTRL	GEF	AGO2_HUMAN	-4.48781957064856	7.17109165863352	0.00242088576971961
D	CTRL	GEF	GLU2B_HUMAN	0.741629667602519	9.19240927497284	0.00242308415453974
D	CTRL	GEF	K2C72_HUMAN	1.65384922917574	7.29060516331567	0.00250840231432298
D	CTRL	GEF	ML12B_HUMAN	0.69582479605128	10.1699811775143	0.0029394160231094
D	CTRL	GEF	TBB1_HUMAN	-4.4821137888265	7.16276308625852	0.00321071643066384
D	CTRL	GEF	H2B3B_HUMAN	-4.32832826542528	7.09818767663234	0.00327393406207348
D	CTRL	GEF	SCFD1_HUMAN	-1.34985220829614	8.28623039817457	0.00368846506897385
D	CTRL	GEF	KANK1_HUMAN	-4.37479452047228	7.1127318212576	0.00429043779521217
D	CTRL	GEF	CPNS1_HUMAN	-0.848483010678675	9.48710586636669	0.00508905771704358
D	CTRL	GEF	PARP1_HUMAN	-2.72571041398858	7.3253582780406	0.0052963121594963
D	CTRL	GEF	FA21C_HUMAN	-4.44869878828439	7.12693511498959	0.00562680451002715
D	CTRL	GEF	H2B1J_HUMAN	-4.46984865716504	7.11968789029234	0.00738565297447656
D	CTRL	GEF	TIMP3_HUMAN	3.71219202418059	6.36788343848539	0.0079322614595866
D	CTRL	GEF	NOP58_HUMAN	-2.0918156873229	7.45700658789152	0.00844564900427425
D	CTRL	GEF	MYL6B_HUMAN	-0.712354486248546	9.20886201818444	0.00925164874816786
D	CTRL	GEF	K1C13_HUMAN	1.15372267067835	7.69600082523976	0.00950131251912475
D	CTRL	GEF	SRC_HUMAN	-4.11512371315974	6.98671829824925	0.00970786507277353
D	CTRL	GEF	ADH1B_HUMAN	-0.717167481708404	9.49831018577411	0.0118888355569246
D	CTRL	GEF	H2B2F_HUMAN	-4.36404769738896	7.06622989502782	0.0127548602650314
D	CTRL	GEF	1C06_HUMAN	-4.11290141558019	6.98363156878149	0.0127603539505426
D	CTRL	BOS	H2B1N_HUMAN	7.06348614686458	7.66688525804926	6.61324786029057e-27
D	CTRL	BOS	H2AJ_HUMAN	6.99689453792127	7.62336496545204	1.05592802260911e-25
D	CTRL	BOS	H2B1B_HUMAN	2.28678166486469	9.424716818847	7.30135653332811e-23
D	CTRL	BOS	ML12A_HUMAN	1.86639562121468	10.3294683851596	2.26304353012367e-19
D	CTRL	BOS	CALU_HUMAN	1.61663117131493	9.91554219392486	3.1479900671813e-14
D	CTRL	BOS	PP1G_HUMAN	-6.78829398814149	8.78942165468504	8.49227392665758e-14
D	CTRL	BOS	DESM_HUMAN	1.78111156704894	8.94527685447183	6.19149648678539e-13
D	CTRL	BOS	MYH11_HUMAN	-1.8490401433003	11.8754953394334	1.0249913607921e-11
D	CTRL	BOS	AHNK_HUMAN	1.38064407452991	11.2336482197704	6.02264403351183e-11
D	CTRL	BOS	HSP72_HUMAN	1.51733305032668	9.24012229472359	6.41579781549948e-10
D	CTRL	BOS	GLU2B_HUMAN	1.34546583077762	9.41504742187469	9.66973684214903e-10
D	CTRL	BOS	H2AV_HUMAN	1.84983799249672	8.61204463746511	4.11987942990984e-09
D	CTRL	BOS	AP1B1_HUMAN	-3.22922675167068	8.63942059025378	6.2105281643014e-09
D	CTRL	BOS	MYO1D_HUMAN	-1.77475051016471	9.85358003464097	9.4925236752063e-09
D	CTRL	BOS	SPRC_HUMAN	1.18992483679351	10.5979713398039	9.88028873702022e-09
D	CTRL	BOS	H2B1L_HUMAN	2.17411595849782	8.07317980319369	1.61562326702074e-08
D	CTRL	BOS	COPA_HUMAN	-2.26457646069433	8.99605950616496	2.76113547041206e-08
D	CTRL	BOS	ROCK2_HUMAN	-5.80132024400247	8.01675685652411	4.80753172490226e-08
D	CTRL	BOS	MYH14_HUMAN	-2.049102656723	8.97550894088412	5.30087571563082e-08
D	CTRL	BOS	SYIM_HUMAN	-3.43908490681261	8.39167323489299	1.18923469639781e-07
D	CTRL	BOS	TBAL3_HUMAN	5.21768385694959	6.74500014261898	1.19401499667531e-07
D	CTRL	BOS	USO1_HUMAN	-2.01411066769027	9.03918680891843	1.962993927248e-07
D	CTRL	BOS	COPB_HUMAN	-2.25227146772095	8.82999715988745	3.16828427937147e-07
D	CTRL	BOS	SYMC_HUMAN	-5.63734674054197	7.8899396123846	3.59768808678529e-07
D	CTRL	BOS	MYO6_HUMAN	-5.58694813900978	7.8743537081633	4.79622818445052e-07
D	CTRL	BOS	RCN1_HUMAN	1.11793164505443	9.28436105197927	6.00444295185025e-07
D	CTRL	BOS	CTNB1_HUMAN	-1.63587526786065	9.39809703158246	7.06245299647267e-07
D	CTRL	BOS	MP2K1_HUMAN	-5.58682193239119	7.84088197412104	1.13641219287655e-06
D	CTRL	BOS	EIF3C_HUMAN	-3.92205301061291	8.13253699392172	1.37012804761935e-06
D	CTRL	BOS	FKB1A_HUMAN	1.39455422070308	8.70351648666803	1.55871691596178e-06
D	CTRL	BOS	AP2A1_HUMAN	-2.35488314442625	8.53971340305695	1.62383628887723e-06
D	CTRL	BOS	MYO1E_HUMAN	-3.72699321404741	7.99010363697702	1.76469617377434e-06
D	CTRL	BOS	SODC_HUMAN	1.28331057228361	8.88902188628651	1.88482555276735e-06
D	CTRL	BOS	AP2A2_HUMAN	-5.42399056020965	7.7680023955638	2.01975706032234e-06
D	CTRL	BOS	CO1A1_HUMAN	1.00940326280528	11.2656665440079	2.12106244571555e-06
D	CTRL	BOS	UGGG1_HUMAN	-1.66564086367786	9.18591266470776	2.31839633180092e-06
D	CTRL	BOS	CAN1_HUMAN	-1.69886971368068	9.0268441538554	2.87558322557303e-06
D	CTRL	BOS	PSMD1_HUMAN	-2.1043251690492	8.7019642763693	5.0286070682798e-06
D	CTRL	BOS	TPP2_HUMAN	-3.11380962638454	8.15874775161635	6.54338844348444e-06
D	CTRL	BOS	SPTB2_HUMAN	-1.16225910563071	10.4323946750913	9.37982458846621e-06
D	CTRL	VAN	H2AJ_HUMAN	5.72018226971599	6.93229725563853	1.59777570091362e-10
D	CTRL	VAN	H2B1N_HUMAN	5.54974291498623	6.85946149649365	1.97914378038062e-09
D	CTRL	VAN	ML12A_HUMAN	1.3078703770083	10.0518699334796	1.32029564643891e-08
D	CTRL	VAN	ACTS_HUMAN	-1.5031270872545	13.259903601296	1.06975820344295e-07
D	CTRL	VAN	AHNK_HUMAN	1.20060038988246	11.1515529010962	1.19036569776937e-07
D	CTRL	VAN	H2B1B_HUMAN	1.42370465660618	9.01993714178785	2.96927419613745e-07
D	CTRL	VAN	GNAS2_HUMAN	4.83498378551899	6.61627393634322	7.63610222777445e-06
D	CTRL	VAN	PYGM_HUMAN	-5.26695308066195	7.65891072967195	1.1340106549999e-05
D	CTRL	VAN	DESM_HUMAN	1.14097173353531	8.6916171701915	5.59870655052352e-05
D	CTRL	VAN	1B08_HUMAN	-5.09754517131432	7.49952626143665	0.000113181051530489
D	CTRL	VAN	H2AZ_HUMAN	-5.13297537057622	7.51076422361399	0.000113181051530489
D	CTRL	VAN	PP1G_HUMAN	-1.32988314990505	8.92089303186306	0.00015316662701771
D	CTRL	VAN	POTEJ_HUMAN	-0.818202074124725	10.3844290574772	0.000401770080245938
D	CTRL	VAN	H2A1D_HUMAN	-1.4245895869925	8.70662953087538	0.00049170671571031
D	CTRL	VAN	H2B1L_HUMAN	-4.63836914047186	7.28012735175164	0.000659966441114873
D	CTRL	VAN	EHD3_HUMAN	-1.23638905276981	8.86987762471054	0.000667134094081792
D	CTRL	VAN	K2C6B_HUMAN	1.85778505961614	7.38480652800034	0.000882513866498913
D	CTRL	VAN	1B39_HUMAN	4.02723114115658	6.43162403905357	0.00198010061062981
D	CTRL	VAN	TBB1_HUMAN	-4.47661899894572	7.16905656113734	0.0029731138380996
D	CTRL	VAN	H2B3B_HUMAN	-4.31658092741774	7.11224504674958	0.00298555317151137
D	CTRL	VAN	H2B1C_HUMAN	0.907787813654147	8.75944666862603	0.003974680240211
D	CTRL	VAN	CALU_HUMAN	0.713144228813156	9.56733516848383	0.00417675955084507
D	CTRL	VAN	PROF2_HUMAN	1.07470068677492	8.08184582964846	0.00508868543368872
D	CTRL	VAN	FA21C_HUMAN	-4.45917119884967	7.13749255300147	0.00522493905363812
D	CTRL	VAN	OPA1_HUMAN	-2.3695760328066	7.64262807677683	0.00606982643349848
D	CTRL	VAN	PARP1_HUMAN	-2.71015621831951	7.33404355353209	0.00656623089992544
D	CTRL	VAN	NDUA9_HUMAN	-2.15370559911384	7.50909446080817	0.0066834697091713
D	CTRL	VAN	H2B1J_HUMAN	-4.49536526233021	7.13263365855097	0.00690202739268461
D	CTRL	VAN	ACTY_HUMAN	-1.185744418427	8.31222165283994	0.00792718031387485
D	CTRL	VAN	FKBP9_HUMAN	0.68491595186284	9.19780627828072	0.0102725357247185
D	CTRL	VAN	GLU2B_HUMAN	0.672266091868021	9.17184562732103	0.0103178061051237
D	CTRL	VAN	SPRC_HUMAN	0.576960006648794	10.381348224839	0.011454943119839
D	CTRL	VAN	SRC_HUMAN	-4.10703569159741	6.99765221713005	0.0118928393171292
D	CTRL	VAN	H2B2F_HUMAN	-4.39007496998002	7.07906405676489	0.0120161667267696
D	CTRL	VAN	CO1A1_HUMAN	0.576253517744516	11.112364124099	0.0125271094869868
D	CTRL	VAN	GNAS1_HUMAN	-1.02680297896535	8.54419005958006	0.0125731976320761
D	CTRL	VAN	CLH1_HUMAN	1.02439806672505	8.0321790549318	0.014505893313502
D	CTRL	VAN	AGO2_HUMAN	-2.45903708326482	7.21228195632988	0.0148944693469278
D	CTRL	VAN	SVIL_HUMAN	-4.03063458513777	6.9565139310984	0.0156486148284698
D	CTRL	VAN	AP3D1_HUMAN	-4.03123410211606	6.9577383658517	0.0156521093091911
D	CTRL	NIL	POTEJ_HUMAN	-2.01013413934401	10.1764830585965	1.29949778652547e-14
D	CTRL	NIL	PGK2_HUMAN	-6.03567697908693	8.10786325749392	1.47196145776274e-12
D	CTRL	NIL	ICAM1_HUMAN	2.34145439626983	7.7456807963696	3.33654422627179e-10
D	CTRL	NIL	MYH14_HUMAN	-1.87994728334625	8.91870768386083	2.70150873272602e-08
D	CTRL	NIL	H2BFS_HUMAN	4.81349737949031	6.7284864432255	1.36562301771104e-07
D	CTRL	NIL	1A69_HUMAN	2.09082651587508	7.87494499747963	1.95526582498303e-07
D	CTRL	NIL	PTX3_HUMAN	1.59679877396372	8.11260641843751	3.28891896040128e-07
D	CTRL	NIL	1B38_HUMAN	2.02419233546244	7.4839751335569	7.70392122290778e-07
D	CTRL	NIL	NAMPT_HUMAN	1.65772215194194	7.94461958165152	2.45018066672276e-06
D	CTRL	NIL	TFPI2_HUMAN	1.73631126916391	7.64268929003732	3.14332481296657e-06
D	CTRL	NIL	TNAP2_HUMAN	2.6799324009617	6.97304418223267	4.50033274910203e-06
D	CTRL	NIL	1C12_HUMAN	1.3108244652978	7.97223164872614	1.37724538492685e-05
D	CTRL	NIL	1A11_HUMAN	1.2700146994595	8.03258666037619	1.65769891805289e-05
D	CTRL	NIL	CNTP1_HUMAN	3.06121237064636	6.85730598473689	3.36990131259933e-05
D	CTRL	NIL	MPRI_HUMAN	0.844394386854393	9.4183841697849	3.72039628844604e-05
D	CTRL	NIL	NFKB2_HUMAN	2.64624424096446	6.84829864808302	9.07604235325074e-05
D	CTRL	NIL	HSP72_HUMAN	-1.202916422758	8.55377422180631	0.000111604275931772
D	CTRL	NIL	SODM_HUMAN	0.726026217493687	10.2160098691838	0.000144656009401668
D	CTRL	NIL	1C06_HUMAN	1.70465595800025	7.59850484769085	0.000189568806839454
D	CTRL	NIL	TARSH_HUMAN	1.51476291365521	7.60562392618809	0.000189568806839454
D	CTRL	NIL	EGFR_HUMAN	1.43652708707161	7.71194106512767	0.000200504133643872
D	CTRL	NIL	H2B1C_HUMAN	-1.37135598444425	8.29119742346404	0.000205725509460563
D	CTRL	NIL	SQSTM_HUMAN	1.53803833728303	7.52950179797064	0.000218348089610703
D	CTRL	NIL	TSP1_HUMAN	-0.827667756695361	10.316127726824	0.00025968275987581
D	CTRL	NIL	A4_HUMAN	1.78217996586136	7.17134759583064	0.000262885053238931
D	CTRL	NIL	ACTS_HUMAN	-0.841145604300412	13.3051434667838	0.000273128126981531
D	CTRL	NIL	ACTN2_HUMAN	-0.784936725901342	10.4594413292352	0.000273923022354791
D	CTRL	NIL	H2B3B_HUMAN	-4.33661072508713	7.030847345688	0.000424890871987568
D	CTRL	NIL	KANK1_HUMAN	-4.39758139115487	7.04549211627623	0.000424890871987568
D	CTRL	NIL	LYOX_HUMAN	0.819318223892429	8.68508675117705	0.000823490847938399
D	CTRL	NIL	AHNK_HUMAN	0.661817666677158	11.0050308325542	0.00105210343035149
D	CTRL	NIL	PAPP1_HUMAN	1.50021350018118	7.42163752132396	0.00112609487005958
D	CTRL	NIL	K2C6A_HUMAN	-1.50625247069882	8.14171727737182	0.00139154120253442
D	CTRL	NIL	CBPD_HUMAN	1.98353454492155	6.95250686724663	0.00161916122110609
D	CTRL	NIL	IFIT1_HUMAN	3.75659101787326	6.42978654189495	0.0016976178391965
D	CTRL	NIL	K2C6C_HUMAN	2.41445829411494	6.78767673852708	0.00171003795792017
D	CTRL	NIL	1B08_HUMAN	0.994991267009138	8.01456056489302	0.00237314486440213
D	CTRL	NIL	ACTN3_HUMAN	-4.33633627865788	6.95414069365939	0.00267077096023568
D	CTRL	NIL	TBB1_HUMAN	1.27512627404782	7.69255250545493	0.00282727189081902
D	CTRL	NIL	POTEI_HUMAN	-0.664544625320937	11.8276409919734	0.00302557747341121
D	CTRL	AXI	TBAL3_HUMAN	5.36524265781539	6.91296303535245	2.06316657279692e-09
D	CTRL	AXI	ML12A_HUMAN	1.25009364853954	10.1076063946335	6.57448791742456e-09
D	CTRL	AXI	PYGM_HUMAN	-5.22937560991089	7.60458657822023	3.93407559512963e-07
D	CTRL	AXI	KRT86_HUMAN	4.88612251527878	6.73332577342574	4.48912086321716e-07
D	CTRL	AXI	H2B1C_HUMAN	1.34580836777456	8.94264074557434	1.04041508903577e-06
D	CTRL	AXI	KRT85_HUMAN	3.89342610059477	6.72887121546217	1.4524512345351e-06
